# spin    band          kx          ky          kz          E(MF)          E(QP)        Delta E
#                        (Cartesian coordinates)             (eV)           (eV)           (eV)
     1       3     0.20561     0.59355     0.00000  -44.056959200  -44.071441693   -0.014482492
     1       3     0.22846     0.59355     0.00000  -44.056687291  -44.070214292   -0.013527001
     1       3     0.25130     0.59355     0.00000  -44.056412936  -44.069435589   -0.013022653
     1       3     0.27415     0.59355     0.00000  -44.056144578  -44.068987267   -0.012842689
     1       3     0.29699     0.59355     0.00000  -44.055894646  -44.068757573   -0.012862927
     1       3     0.31984     0.59355     0.00000  -44.055689374  -44.068699267   -0.013009892
     1       3     0.34269     0.59355     0.00000  -44.055598316  -44.068726701   -0.013128385
     1       3     0.33583     0.58168     0.00000  -44.055631749  -44.068712723   -0.013080974
     1       3     0.32898     0.56981     0.00000  -44.055714881  -44.068707189   -0.012992308
     1       3     0.32212     0.55794     0.00000  -44.055823547  -44.068749852   -0.012926305
     1       3     0.31527     0.54606     0.00000  -44.055944046  -44.068853093   -0.012909047
     1       3     0.30842     0.53419     0.00000  -44.056069715  -44.069021387   -0.012951672
     1       3     0.30156     0.52232     0.00000  -44.056197072  -44.069265290   -0.013068218
     1       3     0.29471     0.51045     0.00000  -44.056324165  -44.069604503   -0.013280337
     1       3     0.28786     0.49858     0.00000  -44.056449694  -44.070063480   -0.013613786
     1       3     0.28100     0.48671     0.00000  -44.056572751  -44.070663370   -0.014090619
     1       3     0.27415     0.47484     0.00000  -44.056692663  -44.071415715   -0.014723052
     1       3     0.26729     0.46297     0.00000  -44.056808878  -44.072318515   -0.015509637
     1       3     0.26044     0.45110     0.00000  -44.056920974  -44.073353435   -0.016432461
     1       3     0.25359     0.43923     0.00000  -44.057028679  -44.074485343   -0.017456664
     1       3     0.24673     0.42735     0.00000  -44.057131668  -44.075662691   -0.018531023
     1       3     0.23988     0.41548     0.00000  -44.057229807  -44.076820341   -0.019590534
     1       3     0.23303     0.40361     0.00000  -44.057322930  -44.077885104   -0.020562174
     1       3     0.22617     0.39174     0.00000  -44.057410938  -44.078785899   -0.021374961
     1       3     0.21932     0.37987     0.00000  -44.057493830  -44.079470764   -0.021976934
     1       3     0.21246     0.36800     0.00000  -44.057571573  -44.079925841   -0.022354268
     1       3     0.20561     0.35613     0.00000  -44.057644243  -44.080185777   -0.022541534
     1       3     0.19876     0.34426     0.00000  -44.057711897  -44.080323709   -0.022611812
     1       3     0.19190     0.33239     0.00000  -44.057774697  -44.080417941   -0.022643244
     1       3     0.18505     0.32052     0.00000  -44.057832789  -44.080516322   -0.022683533
     1       3     0.17820     0.30865     0.00000  -44.057886348  -44.080629993   -0.022743644
     1       3     0.17134     0.29677     0.00000  -44.057935575  -44.080756719   -0.022821144
     1       3     0.16449     0.28490     0.00000  -44.057980680  -44.080893596   -0.022912915
     1       3     0.15764     0.27303     0.00000  -44.058021854  -44.081038128   -0.023016273
     1       3     0.15078     0.26116     0.00000  -44.058059443  -44.081198611   -0.023139168
     1       3     0.14393     0.24929     0.00000  -44.058093615  -44.081434326   -0.023340711
     1       3     0.13707     0.23742     0.00000  -44.058124654  -44.081843160   -0.023718506
     1       3     0.13022     0.22555     0.00000  -44.058152819  -44.082486422   -0.024333603
     1       3     0.12337     0.21368     0.00000  -44.058178262  -44.083349075   -0.025170813
     1       3     0.11651     0.20181     0.00000  -44.058201242  -44.084352436   -0.026151193
     1       3     0.10966     0.18994     0.00000  -44.058221974  -44.085391143   -0.027169169
     1       3     0.10281     0.17806     0.00000  -44.058240635  -44.086368330   -0.028127695
     1       3     0.09595     0.16619     0.00000  -44.058257404  -44.087215139   -0.028957735
     1       3     0.08910     0.15432     0.00000  -44.058272455  -44.087894101   -0.029621646
     1       3     0.08224     0.14245     0.00000  -44.058285885  -44.088394741   -0.030108856
     1       3     0.07539     0.13058     0.00000  -44.058297838  -44.088726605   -0.030428767
     1       3     0.06854     0.11871     0.00000  -44.058308407  -44.088912607   -0.030604200
     1       3     0.06168     0.10684     0.00000  -44.058317727  -44.088983474   -0.030665747
     1       3     0.05483     0.09497     0.00000  -44.058325843  -44.088972709   -0.030646866
     1       3     0.04798     0.08310     0.00000  -44.058332850  -44.088912487   -0.030579637
     1       3     0.04112     0.07123     0.00000  -44.058338827  -44.088829829   -0.030491002
     1       3     0.03427     0.05935     0.00000  -44.058343782  -44.088744509   -0.030400727
     1       3     0.02741     0.04748     0.00000  -44.058347800  -44.088668267   -0.030320467
     1       3     0.02056     0.03561     0.00000  -44.058350858  -44.088606421   -0.030255563
     1       3     0.01371     0.02374     0.00000  -44.058353022  -44.088561167   -0.030208145
     1       3     0.00685     0.01187     0.00000  -44.058354301  -44.088533577   -0.030179276
     1       3     0.00000     0.00000     0.00000  -44.058354747  -44.088524329   -0.030169582
