# k =   0.000000   0.000000   0.000000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -1.05830933E+01  -1.02572254E+01   3.25867860E-01
# Error est. for CH(vbm) CH(cbm) diff =   7.95308758E-01   8.95153800E-01   9.98450412E-02
#    Nb          CH(vbm)          CH(cbm)             diff
# Error est. for CH(vbm) CH(cbm) diff =   8.42622411E-01   8.93091725E-01   5.04693142E-02
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -7.41503046E-06  -4.70631642E-03  -4.69890139E-03
      2  -6.67094602E-02  -1.12557886E-01  -4.58484255E-02
      3  -1.09787284E-01  -1.19908555E-01  -1.01212712E-02
      4  -1.31721903E-01  -1.25422160E-01   6.29974299E-03
      5  -1.92512928E-01  -1.31521419E-01   6.09915087E-02
      6  -2.19185211E-01  -1.37128329E-01   8.20568818E-02
      7  -2.32019531E-01  -1.41627176E-01   9.03923553E-02
      8  -2.42471825E-01  -1.47064394E-01   9.54074314E-02
      9  -2.65062817E-01  -1.50637399E-01   1.14425418E-01
     10  -2.84826777E-01  -1.55096683E-01   1.29730095E-01
     11  -2.96966532E-01  -1.60164506E-01   1.36802026E-01
     12  -3.12472680E-01  -1.65143089E-01   1.47329591E-01
     13  -3.12813583E-01  -2.48311947E-01   6.45016354E-02
     14  -3.12998240E-01  -3.64426858E-01  -5.14286178E-02
     15  -3.13134688E-01  -4.70807830E-01  -1.57673142E-01
     16  -6.26179912E-01  -9.34336975E-01  -3.08157063E-01
     17  -8.72741313E-01  -1.43192739E+00  -5.59186073E-01
     18  -1.47015163E+00  -1.88075863E+00  -4.10607006E-01
     19  -1.47157621E+00  -1.91979676E+00  -4.48220549E-01
     20  -1.63235431E+00  -1.98232901E+00  -3.49974706E-01
     21  -1.93675359E+00  -2.05828356E+00  -1.21529971E-01
     22  -2.25815783E+00  -2.14235530E+00   1.15802531E-01
     23  -2.26073035E+00  -2.21928916E+00   4.14411967E-02
     24  -2.41467901E+00  -2.35445533E+00   6.02236785E-02
     25  -2.64306045E+00  -2.47696637E+00   1.66094082E-01
     26  -2.81540137E+00  -2.57978169E+00   2.35619680E-01
     27  -3.03261493E+00  -2.69326303E+00   3.39351901E-01
     28  -3.17722488E+00  -2.78793342E+00   3.89291464E-01
     29  -3.35604669E+00  -2.91460348E+00   4.41443211E-01
     30  -3.62407213E+00  -2.99922008E+00   6.24852051E-01
     31  -3.84254336E+00  -3.08565311E+00   7.56890247E-01
     32  -4.11720179E+00  -3.18571643E+00   9.31485365E-01
     33  -4.52556303E+00  -3.31109741E+00   1.21446562E+00
     34  -4.86934032E+00  -3.47675645E+00   1.39258387E+00
     35  -5.11803343E+00  -3.74697889E+00   1.37105454E+00
     36  -6.59525898E+00  -4.20518980E+00   2.39006918E+00
     37  -6.74573984E+00  -5.56057712E+00   1.18516272E+00
     38  -6.89640601E+00  -6.06370728E+00   8.32698736E-01
     39  -7.05428358E+00  -6.68356812E+00   3.70715455E-01
     40  -7.25734530E+00  -7.24978415E+00   7.56114837E-03
     41  -7.35788528E+00  -7.37802588E+00  -2.01406025E-02
     42  -7.46346090E+00  -7.52946805E+00  -6.60071555E-02
     43  -7.54954989E+00  -7.59535201E+00  -4.58021200E-02
     44  -7.68174089E+00  -7.64708050E+00   3.46603913E-02
     45  -7.69512983E+00  -7.70786972E+00  -1.27398829E-02
     46  -7.74896546E+00  -7.78680031E+00  -3.78348416E-02
     47  -7.76627382E+00  -7.83345681E+00  -6.71829935E-02
     48  -7.79938961E+00  -7.88851276E+00  -8.91231521E-02
     49  -7.84131698E+00  -7.95479888E+00  -1.13481900E-01
     50  -7.86759572E+00  -7.99166154E+00  -1.24065825E-01
     51  -7.89133554E+00  -8.02414410E+00  -1.32808557E-01
     52  -7.91938749E+00  -8.06507894E+00  -1.45691446E-01
     53  -7.95004328E+00  -8.10113372E+00  -1.51090434E-01
     54  -7.98752552E+00  -8.14172336E+00  -1.54197848E-01
     55  -8.03412446E+00  -8.18887989E+00  -1.54755435E-01
     56  -8.06793494E+00  -8.22926709E+00  -1.61332151E-01
     57  -8.08838549E+00  -8.25967273E+00  -1.71287233E-01
     58  -8.11794600E+00  -8.29524213E+00  -1.77296130E-01
     59  -8.15228355E+00  -8.33393376E+00  -1.81650213E-01
     60  -8.19072233E+00  -8.36570149E+00  -1.74979158E-01
     61  -8.21873916E+00  -8.39689155E+00  -1.78152391E-01
     62  -8.26154585E+00  -8.42835652E+00  -1.66810667E-01
     63  -8.28873940E+00  -8.45857386E+00  -1.69834465E-01
     64  -8.32985121E+00  -8.49130098E+00  -1.61449767E-01
     65  -8.35626454E+00  -8.51673221E+00  -1.60467668E-01
     66  -8.38573756E+00  -8.53733727E+00  -1.51599706E-01
     67  -8.41474095E+00  -8.55954972E+00  -1.44808768E-01
     68  -8.43290235E+00  -8.57896095E+00  -1.46058602E-01
     69  -8.45278256E+00  -8.59903418E+00  -1.46251620E-01
     70  -8.47957923E+00  -8.61728925E+00  -1.37710020E-01
     71  -8.50722287E+00  -8.63616622E+00  -1.28943352E-01
     72  -8.53968779E+00  -8.65680279E+00  -1.17114999E-01
     73  -8.55874547E+00  -8.67250149E+00  -1.13756013E-01
     74  -8.58136089E+00  -8.68893776E+00  -1.07576869E-01
     75  -8.60633272E+00  -8.70651510E+00  -1.00182374E-01
     76  -8.63027687E+00  -8.72263772E+00  -9.23608471E-02
     77  -8.65090935E+00  -8.73923934E+00  -8.83299858E-02
     78  -8.66715010E+00  -8.75552257E+00  -8.83724705E-02
     79  -8.68619163E+00  -8.76982307E+00  -8.36314388E-02
     80  -8.70453960E+00  -8.78728599E+00  -8.27463803E-02
     81  -8.72001255E+00  -8.80128448E+00  -8.12719346E-02
     82  -8.73306791E+00  -8.81512268E+00  -8.20547659E-02
     83  -8.74767628E+00  -8.82806516E+00  -8.03888791E-02
     84  -8.76623859E+00  -8.84375162E+00  -7.75130287E-02
     85  -8.78361934E+00  -8.85761202E+00  -7.39926847E-02
     86  -8.80078773E+00  -8.87226995E+00  -7.14822139E-02
     87  -8.81934520E+00  -8.88569810E+00  -6.63529010E-02
     88  -8.83463569E+00  -8.89866177E+00  -6.40260831E-02
     89  -8.84886048E+00  -8.91188774E+00  -6.30272539E-02
     90  -8.86443886E+00  -8.92398679E+00  -5.95479323E-02
     91  -8.87900857E+00  -8.93642115E+00  -5.74125836E-02
     92  -8.89513964E+00  -8.95092034E+00  -5.57807003E-02
     93  -8.90957214E+00  -8.96471578E+00  -5.51436425E-02
     94  -8.92688110E+00  -8.97699410E+00  -5.01129984E-02
     95  -8.93968152E+00  -8.98838057E+00  -4.86990495E-02
     96  -8.95485894E+00  -9.00102447E+00  -4.61655296E-02
     97  -8.96988689E+00  -9.01451774E+00  -4.46308480E-02
     98  -8.98269671E+00  -9.02624733E+00  -4.35506156E-02
     99  -8.99418142E+00  -9.03906827E+00  -4.48868490E-02
    100  -9.00599858E+00  -9.05203755E+00  -4.60389712E-02
    101  -9.01607199E+00  -9.06416684E+00  -4.80948570E-02
    102  -9.02764864E+00  -9.07675211E+00  -4.91034671E-02
    103  -9.03852358E+00  -9.08787624E+00  -4.93526589E-02
    104  -9.05201945E+00  -9.10007871E+00  -4.80592585E-02
    105  -9.06269146E+00  -9.10979993E+00  -4.71084687E-02
    106  -9.07386330E+00  -9.12110772E+00  -4.72444253E-02
    107  -9.08626320E+00  -9.13177644E+00  -4.55132397E-02
    108  -9.09733768E+00  -9.14153142E+00  -4.41937406E-02
    109  -9.11152822E+00  -9.15285681E+00  -4.13285898E-02
    110  -9.12256287E+00  -9.16287055E+00  -4.03076810E-02
    111  -9.13652280E+00  -9.17304442E+00  -3.65216235E-02
    112  -9.14670297E+00  -9.18266554E+00  -3.59625708E-02
    113  -9.15599447E+00  -9.19226349E+00  -3.62690237E-02
    114  -9.16576771E+00  -9.20163475E+00  -3.58670352E-02
    115  -9.17423385E+00  -9.21060137E+00  -3.63675229E-02
    116  -9.18399335E+00  -9.21993470E+00  -3.59413464E-02
    117  -9.19180243E+00  -9.22865910E+00  -3.68566713E-02
    118  -9.20036917E+00  -9.23697991E+00  -3.66107391E-02
    119  -9.20996684E+00  -9.24563883E+00  -3.56719948E-02
    120  -9.21848558E+00  -9.25481339E+00  -3.63278085E-02
    121  -9.22873545E+00  -9.26451681E+00  -3.57813622E-02
    122  -9.23885028E+00  -9.27484849E+00  -3.59982142E-02
    123  -9.24849362E+00  -9.28413753E+00  -3.56439138E-02
    124  -9.25807344E+00  -9.29306543E+00  -3.49919889E-02
    125  -9.26756719E+00  -9.30076856E+00  -3.32013736E-02
    126  -9.27656423E+00  -9.30879206E+00  -3.22278273E-02
    127  -9.28828227E+00  -9.31796840E+00  -2.96861353E-02
    128  -9.29732062E+00  -9.32680826E+00  -2.94876447E-02
    129  -9.30549785E+00  -9.33469033E+00  -2.91924840E-02
    130  -9.31345913E+00  -9.34294284E+00  -2.94837098E-02
    131  -9.32009954E+00  -9.35068532E+00  -3.05857767E-02
    132  -9.32867087E+00  -9.35927048E+00  -3.05996050E-02
    133  -9.33653536E+00  -9.36692735E+00  -3.03919867E-02
    134  -9.34405375E+00  -9.37490607E+00  -3.08523180E-02
    135  -9.35155502E+00  -9.38170276E+00  -3.01477348E-02
    136  -9.36001348E+00  -9.38932188E+00  -2.93084015E-02
    137  -9.36771287E+00  -9.39647229E+00  -2.87594215E-02
    138  -9.37541821E+00  -9.40396355E+00  -2.85453412E-02
    139  -9.38303308E+00  -9.41217013E+00  -2.91370534E-02
    140  -9.38987666E+00  -9.41911115E+00  -2.92344885E-02
    141  -9.39754295E+00  -9.42723001E+00  -2.96870599E-02
    142  -9.40419749E+00  -9.43434017E+00  -3.01426779E-02
    143  -9.41228875E+00  -9.44222665E+00  -2.99379060E-02
    144  -9.41963312E+00  -9.44930803E+00  -2.96749125E-02
    145  -9.42777734E+00  -9.45723149E+00  -2.94541523E-02
    146  -9.43426066E+00  -9.46375579E+00  -2.94951334E-02
    147  -9.44083045E+00  -9.47074740E+00  -2.99169595E-02
    148  -9.44760938E+00  -9.47773241E+00  -3.01230293E-02
    149  -9.45539935E+00  -9.48490156E+00  -2.95022160E-02
    150  -9.46212759E+00  -9.49102604E+00  -2.88984572E-02
    151  -9.46798339E+00  -9.49741074E+00  -2.94273531E-02
    152  -9.47372322E+00  -9.50446912E+00  -3.07458970E-02
    153  -9.48018567E+00  -9.51109909E+00  -3.09134227E-02
    154  -9.48599599E+00  -9.51750358E+00  -3.15075940E-02
    155  -9.49146052E+00  -9.52403919E+00  -3.25786751E-02
    156  -9.49759013E+00  -9.53044267E+00  -3.28525389E-02
    157  -9.50422502E+00  -9.53691779E+00  -3.26927630E-02
    158  -9.51018194E+00  -9.54346805E+00  -3.32861157E-02
    159  -9.51622529E+00  -9.55038994E+00  -3.41646498E-02
    160  -9.52202778E+00  -9.55655556E+00  -3.45277754E-02
    161  -9.52734732E+00  -9.56289517E+00  -3.55478480E-02
    162  -9.53441428E+00  -9.56960983E+00  -3.51955520E-02
    163  -9.54014013E+00  -9.57647571E+00  -3.63355800E-02
    164  -9.54623069E+00  -9.58287318E+00  -3.66424817E-02
    165  -9.55188599E+00  -9.58934939E+00  -3.74633961E-02
    166  -9.56051820E+00  -9.59651765E+00  -3.59994462E-02
    167  -9.56590242E+00  -9.60281141E+00  -3.69089927E-02
    168  -9.57124307E+00  -9.60863646E+00  -3.73933836E-02
    169  -9.57726154E+00  -9.61457270E+00  -3.73111617E-02
    170  -9.58240258E+00  -9.61988264E+00  -3.74800636E-02
    171  -9.58777579E+00  -9.62554576E+00  -3.77699724E-02
    172  -9.59283002E+00  -9.63110187E+00  -3.82718465E-02
    173  -9.59835583E+00  -9.63660780E+00  -3.82519695E-02
    174  -9.60405900E+00  -9.64265556E+00  -3.85965608E-02
    175  -9.60896434E+00  -9.64822233E+00  -3.92579895E-02
    176  -9.61458381E+00  -9.65376917E+00  -3.91853563E-02
    177  -9.61951344E+00  -9.65889896E+00  -3.93855194E-02
    178  -9.62558560E+00  -9.66490024E+00  -3.93146410E-02
    179  -9.63076656E+00  -9.67036865E+00  -3.96020966E-02
    180  -9.63572968E+00  -9.67547321E+00  -3.97435271E-02
    181  -9.64160451E+00  -9.68113526E+00  -3.95307514E-02
    182  -9.64662073E+00  -9.68692820E+00  -4.03074692E-02
    183  -9.65181059E+00  -9.69220306E+00  -4.03924702E-02
    184  -9.65682123E+00  -9.69793667E+00  -4.11154440E-02
    185  -9.66240222E+00  -9.70353222E+00  -4.11300002E-02
    186  -9.66805447E+00  -9.70888930E+00  -4.08348237E-02
    187  -9.67292035E+00  -9.71366247E+00  -4.07421158E-02
    188  -9.67712033E+00  -9.71798689E+00  -4.08665600E-02
    189  -9.68209273E+00  -9.72289837E+00  -4.08056381E-02
    190  -9.68648600E+00  -9.72767819E+00  -4.11921902E-02
    191  -9.69038450E+00  -9.73227241E+00  -4.18879132E-02
    192  -9.69490981E+00  -9.73703667E+00  -4.21268631E-02
    193  -9.69864525E+00  -9.74196182E+00  -4.33165711E-02
    194  -9.70294686E+00  -9.74700914E+00  -4.40622797E-02
    195  -9.70779701E+00  -9.75214311E+00  -4.43460984E-02
    196  -9.71247334E+00  -9.75692595E+00  -4.44526098E-02
    197  -9.71677929E+00  -9.76112605E+00  -4.43467541E-02
    198  -9.72090416E+00  -9.76552683E+00  -4.46226733E-02
    199  -9.72467316E+00  -9.76974400E+00  -4.50708436E-02
# k =   0.000000   0.833333   0.000000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -1.07601615E+01  -9.93060682E+00   8.29554668E-01
# Error est. for CH(vbm) CH(cbm) diff =   8.24910259E-01   8.28010173E-01   3.09991358E-03
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -7.23227793E-03  -7.86988002E-03  -6.37602096E-04
      2  -7.51118055E-02  -3.72255965E-02   3.78862090E-02
      3  -8.28094205E-02  -5.45183911E-02   2.82910294E-02
      4  -8.95507273E-02  -6.46105170E-02   2.49402103E-02
      5  -9.04437771E-02  -7.28100129E-02   1.76337642E-02
      6  -9.14409318E-02  -7.80130697E-02   1.34278622E-02
      7  -1.04770516E-01  -8.48079490E-02   1.99625669E-02
      8  -1.30186064E-01  -9.16589488E-02   3.85271152E-02
      9  -1.31570478E-01  -9.45275202E-02   3.70429580E-02
     10  -1.33949380E-01  -9.76543291E-02   3.62950509E-02
     11  -1.53553429E-01  -1.03064257E-01   5.04891719E-02
     12  -1.56299418E-01  -1.05788376E-01   5.05110417E-02
     13  -2.51128380E-01  -2.17562280E-01   3.35661003E-02
     14  -3.80428243E-01  -3.89202544E-01  -8.77430109E-03
     15  -5.93254837E-01  -5.90509920E-01   2.74491629E-03
     16  -1.02146621E+00  -7.24649076E-01   2.96817133E-01
     17  -1.58511221E+00  -8.22080978E-01   7.63031230E-01
     18  -1.80465105E+00  -1.02029319E+00   7.84357860E-01
     19  -1.88611678E+00  -1.16542005E+00   7.20696736E-01
     20  -1.98881021E+00  -1.29921385E+00   6.89596359E-01
     21  -2.09759907E+00  -1.42954780E+00   6.68051273E-01
     22  -2.20980550E+00  -1.53408667E+00   6.75718835E-01
     23  -2.33656092E+00  -1.70566962E+00   6.30891304E-01
     24  -2.48168239E+00  -1.83512699E+00   6.46555399E-01
     25  -2.61288935E+00  -1.97401852E+00   6.38870829E-01
     26  -2.72054265E+00  -2.13928029E+00   5.81262364E-01
     27  -2.85849181E+00  -2.29407361E+00   5.64418208E-01
     28  -2.97950738E+00  -2.43808913E+00   5.41418250E-01
     29  -3.12910735E+00  -2.58088020E+00   5.48227144E-01
     30  -3.24371614E+00  -2.70298672E+00   5.40729419E-01
     31  -3.39286057E+00  -2.83519899E+00   5.57661575E-01
     32  -3.55932059E+00  -2.96071915E+00   5.98601432E-01
     33  -3.82281435E+00  -3.07827764E+00   7.44536703E-01
     34  -4.26037068E+00  -3.23626909E+00   1.02410159E+00
     35  -4.87034904E+00  -3.47146891E+00   1.39888012E+00
     36  -6.44274724E+00  -3.66469770E+00   2.77804955E+00
     37  -6.76338940E+00  -4.83911305E+00   1.92427635E+00
     38  -7.08295849E+00  -5.35798218E+00   1.72497630E+00
     39  -7.35721312E+00  -5.88624368E+00   1.47096944E+00
     40  -7.60422601E+00  -6.20073424E+00   1.40349178E+00
     41  -7.67961811E+00  -6.37227198E+00   1.30734613E+00
     42  -7.80536117E+00  -6.59504497E+00   1.21031620E+00
     43  -7.86211085E+00  -6.72173397E+00   1.14037688E+00
     44  -7.90443130E+00  -6.81831581E+00   1.08611548E+00
     45  -7.94971009E+00  -6.88614752E+00   1.06356258E+00
     46  -7.98707738E+00  -6.92895892E+00   1.05811845E+00
     47  -8.02120487E+00  -6.99156095E+00   1.02964392E+00
     48  -8.05543821E+00  -7.04062222E+00   1.01481599E+00
     49  -8.09778114E+00  -7.09281085E+00   1.00497029E+00
     50  -8.13262318E+00  -7.13814797E+00   9.94475207E-01
     51  -8.16879596E+00  -7.18035943E+00   9.88436531E-01
     52  -8.20820211E+00  -7.22787176E+00   9.80330352E-01
     53  -8.24588560E+00  -7.26957075E+00   9.76314847E-01
     54  -8.28255429E+00  -7.31320374E+00   9.69350552E-01
     55  -8.32722846E+00  -7.36054120E+00   9.66687263E-01
     56  -8.37042303E+00  -7.40737611E+00   9.63046918E-01
     57  -8.40156126E+00  -7.44892633E+00   9.52634932E-01
     58  -8.43520046E+00  -7.49453125E+00   9.40669209E-01
     59  -8.47080046E+00  -7.53630067E+00   9.34499788E-01
     60  -8.50118076E+00  -7.57418175E+00   9.26999010E-01
     61  -8.53349013E+00  -7.60845582E+00   9.25034309E-01
     62  -8.56383282E+00  -7.64582734E+00   9.18005471E-01
     63  -8.59856017E+00  -7.68034421E+00   9.18215959E-01
     64  -8.62773702E+00  -7.70807748E+00   9.19659537E-01
     65  -8.65666978E+00  -7.73920737E+00   9.17462411E-01
     66  -8.67785950E+00  -7.76906097E+00   9.08798528E-01
     67  -8.70136299E+00  -7.80088483E+00   9.00478159E-01
     68  -8.72337598E+00  -7.83000549E+00   8.93370496E-01
     69  -8.74628314E+00  -7.86027278E+00   8.86010363E-01
     70  -8.76684172E+00  -7.88403311E+00   8.82808616E-01
     71  -8.78917073E+00  -7.90992027E+00   8.79250457E-01
     72  -8.81111630E+00  -7.93658529E+00   8.74531009E-01
     73  -8.82834189E+00  -7.95781990E+00   8.70521997E-01
     74  -8.84614917E+00  -7.97671596E+00   8.69433207E-01
     75  -8.86479200E+00  -7.99735887E+00   8.67433133E-01
     76  -8.87919346E+00  -8.01807438E+00   8.61119076E-01
     77  -8.89434633E+00  -8.03648379E+00   8.57862537E-01
     78  -8.91210659E+00  -8.05557472E+00   8.56531874E-01
     79  -8.92836025E+00  -8.07443186E+00   8.53928390E-01
     80  -8.94529729E+00  -8.09068549E+00   8.54611803E-01
     81  -8.96132849E+00  -8.10686006E+00   8.54468426E-01
     82  -8.97650744E+00  -8.12111493E+00   8.55392514E-01
     83  -8.99211884E+00  -8.13637111E+00   8.55747727E-01
     84  -9.00838889E+00  -8.15296133E+00   8.55427560E-01
     85  -9.02212301E+00  -8.16822274E+00   8.53900270E-01
     86  -9.03740150E+00  -8.18560313E+00   8.51798366E-01
     87  -9.05200990E+00  -8.19949082E+00   8.52519071E-01
     88  -9.06634970E+00  -8.21376403E+00   8.52585667E-01
     89  -9.07948072E+00  -8.22893890E+00   8.50541823E-01
     90  -9.09357270E+00  -8.24368072E+00   8.49891977E-01
     91  -9.10617002E+00  -8.25831616E+00   8.47853865E-01
     92  -9.12061457E+00  -8.27467335E+00   8.45941221E-01
     93  -9.13562685E+00  -8.28908767E+00   8.46539178E-01
     94  -9.14790005E+00  -8.30267525E+00   8.45224795E-01
     95  -9.15903126E+00  -8.31576721E+00   8.43264050E-01
     96  -9.17210715E+00  -8.33016023E+00   8.41946926E-01
     97  -9.18562990E+00  -8.34360170E+00   8.42028200E-01
     98  -9.19818691E+00  -8.35690496E+00   8.41281956E-01
     99  -9.21197553E+00  -8.37003625E+00   8.41939288E-01
    100  -9.22581890E+00  -8.38415787E+00   8.41661037E-01
    101  -9.23895787E+00  -8.39826440E+00   8.40693478E-01
    102  -9.25313667E+00  -8.41167089E+00   8.41465779E-01
    103  -9.26526240E+00  -8.42491760E+00   8.40344802E-01
    104  -9.27755916E+00  -8.43848470E+00   8.39074461E-01
    105  -9.28857144E+00  -8.45137505E+00   8.37196393E-01
    106  -9.30104822E+00  -8.46325241E+00   8.37795805E-01
    107  -9.31282895E+00  -8.47441476E+00   8.38414184E-01
    108  -9.32326100E+00  -8.48618897E+00   8.37072038E-01
    109  -9.33502981E+00  -8.49857008E+00   8.36459726E-01
    110  -9.34651100E+00  -8.51004400E+00   8.36466998E-01
    111  -9.35630620E+00  -8.52119890E+00   8.35107298E-01
    112  -9.36579741E+00  -8.53156609E+00   8.34231325E-01
    113  -9.37548183E+00  -8.54209088E+00   8.33390947E-01
    114  -9.38459717E+00  -8.55241743E+00   8.32179744E-01
    115  -9.39417792E+00  -8.56234727E+00   8.31830643E-01
    116  -9.40383337E+00  -8.57220247E+00   8.31630897E-01
    117  -9.41329810E+00  -8.58127416E+00   8.32023948E-01
    118  -9.42235397E+00  -8.59045823E+00   8.31895745E-01
    119  -9.43147571E+00  -8.59995954E+00   8.31516171E-01
    120  -9.44140308E+00  -8.61020528E+00   8.31197801E-01
    121  -9.45149447E+00  -8.62053427E+00   8.30960194E-01
    122  -9.46239499E+00  -8.63040027E+00   8.31994724E-01
    123  -9.47200873E+00  -8.64011432E+00   8.31894410E-01
    124  -9.48109424E+00  -8.64926234E+00   8.31831898E-01
    125  -9.48888647E+00  -8.65813026E+00   8.30756210E-01
    126  -9.49787037E+00  -8.66729421E+00   8.30576162E-01
    127  -9.50630809E+00  -8.67660898E+00   8.29699113E-01
    128  -9.51545593E+00  -8.68543459E+00   8.30021346E-01
    129  -9.52402027E+00  -8.69423115E+00   8.29789121E-01
    130  -9.53230081E+00  -8.70268591E+00   8.29614895E-01
    131  -9.54041341E+00  -8.71134196E+00   8.29071457E-01
    132  -9.54856712E+00  -8.72000989E+00   8.28557232E-01
    133  -9.55611538E+00  -8.72754136E+00   8.28574017E-01
    134  -9.56420866E+00  -8.73594956E+00   8.28259102E-01
    135  -9.57146133E+00  -8.74372446E+00   8.27736873E-01
    136  -9.57908504E+00  -8.75144538E+00   8.27639667E-01
    137  -9.58604380E+00  -8.75853757E+00   8.27506233E-01
    138  -9.59374825E+00  -8.76635635E+00   8.27391898E-01
    139  -9.60155717E+00  -8.77413002E+00   8.27427152E-01
    140  -9.60852269E+00  -8.78105472E+00   8.27467967E-01
    141  -9.61617906E+00  -8.78857614E+00   8.27602924E-01
    142  -9.62290207E+00  -8.79558447E+00   8.27317601E-01
    143  -9.63046210E+00  -8.80304827E+00   8.27413827E-01
    144  -9.63725983E+00  -8.80968576E+00   8.27574073E-01
    145  -9.64431992E+00  -8.81662537E+00   8.27694551E-01
    146  -9.65070497E+00  -8.82287098E+00   8.27833991E-01
    147  -9.65747702E+00  -8.82970450E+00   8.27772515E-01
    148  -9.66440106E+00  -8.83639876E+00   8.28002304E-01
    149  -9.67064946E+00  -8.84344406E+00   8.27205399E-01
    150  -9.67685973E+00  -8.84970066E+00   8.27159074E-01
    151  -9.68300518E+00  -8.85635197E+00   8.26653207E-01
    152  -9.68965409E+00  -8.86329861E+00   8.26355478E-01
    153  -9.69549927E+00  -8.86912479E+00   8.26374477E-01
    154  -9.70154960E+00  -8.87500252E+00   8.26547086E-01
    155  -9.70791210E+00  -8.88084102E+00   8.27071079E-01
    156  -9.71414099E+00  -8.88735710E+00   8.26783888E-01
    157  -9.71999456E+00  -8.89341003E+00   8.26584527E-01
    158  -9.72617798E+00  -8.89957076E+00   8.26607224E-01
    159  -9.73279133E+00  -8.90550260E+00   8.27288735E-01
    160  -9.73828284E+00  -8.91103898E+00   8.27243857E-01
    161  -9.74422966E+00  -8.91652974E+00   8.27699927E-01
    162  -9.75043218E+00  -8.92240234E+00   8.28029835E-01
    163  -9.75706482E+00  -8.92819960E+00   8.28865216E-01
    164  -9.76342764E+00  -8.93385251E+00   8.29575124E-01
    165  -9.76919068E+00  -8.93914931E+00   8.30041366E-01
    166  -9.77531539E+00  -8.94563997E+00   8.29675424E-01
    167  -9.78088999E+00  -8.95067167E+00   8.30218317E-01
    168  -9.78656992E+00  -8.95561055E+00   8.30959373E-01
    169  -9.79195132E+00  -8.96075771E+00   8.31193605E-01
    170  -9.79707503E+00  -8.96556312E+00   8.31511906E-01
    171  -9.80231050E+00  -8.97053094E+00   8.31779553E-01
    172  -9.80757246E+00  -8.97514408E+00   8.32428377E-01
    173  -9.81276271E+00  -8.98049672E+00   8.32265991E-01
    174  -9.81819041E+00  -8.98531743E+00   8.32872976E-01
    175  -9.82321953E+00  -8.98984200E+00   8.33377530E-01
    176  -9.82827930E+00  -8.99555014E+00   8.32729162E-01
    177  -9.83320963E+00  -9.00034099E+00   8.32868645E-01
    178  -9.83834304E+00  -9.00551353E+00   8.32829509E-01
    179  -9.84333460E+00  -9.01040052E+00   8.32934080E-01
    180  -9.84817736E+00  -9.01519557E+00   8.32981794E-01
    181  -9.85290345E+00  -9.02001983E+00   8.32883625E-01
    182  -9.85831837E+00  -9.02493616E+00   8.33382208E-01
    183  -9.86324695E+00  -9.02991242E+00   8.33334532E-01
    184  -9.86844417E+00  -9.03473530E+00   8.33708878E-01
    185  -9.87363882E+00  -9.03936955E+00   8.34269266E-01
    186  -9.87842665E+00  -9.04401823E+00   8.34408419E-01
    187  -9.88282208E+00  -9.04886005E+00   8.33962038E-01
    188  -9.88687462E+00  -9.05313879E+00   8.33735830E-01
    189  -9.89115562E+00  -9.05789955E+00   8.33256067E-01
    190  -9.89593003E+00  -9.06282454E+00   8.33105497E-01
    191  -9.90029960E+00  -9.06711765E+00   8.33181950E-01
    192  -9.90476074E+00  -9.07172117E+00   8.33039567E-01
    193  -9.90935676E+00  -9.07604782E+00   8.33308937E-01
    194  -9.91407201E+00  -9.08068181E+00   8.33390205E-01
    195  -9.91870421E+00  -9.08540245E+00   8.33301760E-01
    196  -9.92307763E+00  -9.08972597E+00   8.33351659E-01
    197  -9.92711841E+00  -9.09414394E+00   8.32974478E-01
    198  -9.93120588E+00  -9.09855148E+00   8.32654398E-01
    199  -9.93525122E+00  -9.10259664E+00   8.32654581E-01
# k =   0.166667   0.166667   0.000000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -1.14849932E+01  -1.02253947E+01   1.25959844E+00
# Error est. for CH(vbm) CH(cbm) diff =   8.94910788E-01   8.38531015E-01  -5.63797730E-02
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -4.20387785E-05  -2.70292238E-03  -2.66088360E-03
      2  -1.19147142E-01  -6.39878823E-02   5.51592595E-02
      3  -1.31244855E-01  -7.80992737E-02   5.31455811E-02
      4  -1.38967110E-01  -8.48907792E-02   5.40763307E-02
      5  -1.57014626E-01  -9.59227694E-02   6.10918565E-02
      6  -1.69232288E-01  -1.03316811E-01   6.59154763E-02
      7  -1.76131522E-01  -1.10959266E-01   6.51722564E-02
      8  -1.83304157E-01  -1.18369673E-01   6.49344837E-02
